file_ref,file_dis,dmos
UGC0184_720x1280_30_crf_00.mp4,UGC0184_720x1280_30_crf_27.mp4,4.5714
UGC0184_720x1280_30_crf_00.mp4,UGC0184_720x1280_30_crf_32.mp4,4.2000
UGC0184_720x1280_30_crf_00.mp4,UGC0184_720x1280_30_crf_37.mp4,2.9429
UGC0184_720x1280_30_crf_00.mp4,UGC0184_720x1280_30_crf_42.mp4,1.6000
UGC0184_720x1280_30_crf_00.mp4,UGC0184_720x1280_30_crf_47.mp4,1.7429
UGC0310_720x1280_30_crf_00.mp4,UGC0310_720x1280_30_crf_00.mp4,5.0000
UGC0310_720x1280_30_crf_00.mp4,UGC0310_720x1280_30_crf_17.mp4,5.0571
UGC0310_720x1280_30_crf_00.mp4,UGC0310_720x1280_30_crf_22.mp4,4.4000
UGC0310_720x1280_30_crf_00.mp4,UGC0310_720x1280_30_crf_27.mp4,4.2857
UGC0310_720x1280_30_crf_00.mp4,UGC0310_720x1280_30_crf_32.mp4,4.3714
UGC0310_720x1280_30_crf_00.mp4,UGC0310_720x1280_30_crf_37.mp4,3.1429
UGC0310_720x1280_30_crf_00.mp4,UGC0310_720x1280_30_crf_42.mp4,2.1143
UGC0310_720x1280_30_crf_00.mp4,UGC0310_720x1280_30_crf_47.mp4,1.2286
UGC0648_720x1280_30_crf_00.mp4,UGC0648_720x1280_30_crf_00.mp4,5.0000
UGC0648_720x1280_30_crf_00.mp4,UGC0648_720x1280_30_crf_17.mp4,5.0286
UGC0648_720x1280_30_crf_00.mp4,UGC0648_720x1280_30_crf_22.mp4,5.0857
UGC0648_720x1280_30_crf_00.mp4,UGC0648_720x1280_30_crf_27.mp4,4.1714
UGC0648_720x1280_30_crf_00.mp4,UGC0648_720x1280_30_crf_32.mp4,3.5143
UGC0648_720x1280_30_crf_00.mp4,UGC0648_720x1280_30_crf_37.mp4,2.6286
UGC0648_720x1280_30_crf_00.mp4,UGC0648_720x1280_30_crf_42.mp4,1.8857
UGC0648_720x1280_30_crf_00.mp4,UGC0648_720x1280_30_crf_47.mp4,1.1429
UGC0687_720x1280_30_crf_00.mp4,UGC0687_720x1280_30_crf_00.mp4,5.0000
UGC0687_720x1280_30_crf_00.mp4,UGC0687_720x1280_30_crf_17.mp4,5.0286
UGC0687_720x1280_30_crf_00.mp4,UGC0687_720x1280_30_crf_22.mp4,4.4571
UGC0687_720x1280_30_crf_00.mp4,UGC0687_720x1280_30_crf_27.mp4,4.2286
UGC0687_720x1280_30_crf_00.mp4,UGC0687_720x1280_30_crf_32.mp4,3.0571
UGC0687_720x1280_30_crf_00.mp4,UGC0687_720x1280_30_crf_37.mp4,2.3143
UGC0687_720x1280_30_crf_00.mp4,UGC0687_720x1280_30_crf_42.mp4,1.4000
UGC0687_720x1280_30_crf_00.mp4,UGC0687_720x1280_30_crf_47.mp4,1.1429
UGC0747_720x1280_30_crf_00.mp4,UGC0747_720x1280_30_crf_00.mp4,5.0000
UGC0747_720x1280_30_crf_00.mp4,UGC0747_720x1280_30_crf_17.mp4,5.0571
UGC0747_720x1280_30_crf_00.mp4,UGC0747_720x1280_30_crf_22.mp4,4.8571
UGC0747_720x1280_30_crf_00.mp4,UGC0747_720x1280_30_crf_27.mp4,4.4571
UGC0747_720x1280_30_crf_00.mp4,UGC0747_720x1280_30_crf_32.mp4,3.0286
UGC0747_720x1280_30_crf_00.mp4,UGC0747_720x1280_30_crf_37.mp4,2.1714
UGC0747_720x1280_30_crf_00.mp4,UGC0747_720x1280_30_crf_42.mp4,1.9143
UGC0747_720x1280_30_crf_00.mp4,UGC0747_720x1280_30_crf_47.mp4,1.7143
UGC0880_720x1280_30_crf_00.mp4,UGC0880_720x1280_30_crf_00.mp4,5.0000
UGC0880_720x1280_30_crf_00.mp4,UGC0880_720x1280_30_crf_17.mp4,5.1143
UGC0880_720x1280_30_crf_00.mp4,UGC0880_720x1280_30_crf_22.mp4,5.1429
UGC0880_720x1280_30_crf_00.mp4,UGC0880_720x1280_30_crf_27.mp4,4.8286
UGC0880_720x1280_30_crf_00.mp4,UGC0880_720x1280_30_crf_32.mp4,3.7143
UGC0880_720x1280_30_crf_00.mp4,UGC0880_720x1280_30_crf_37.mp4,2.7143
UGC0880_720x1280_30_crf_00.mp4,UGC0880_720x1280_30_crf_42.mp4,2.2857
UGC0880_720x1280_30_crf_00.mp4,UGC0880_720x1280_30_crf_47.mp4,1.7714
UGC0110_720x1280_30_crf_00.mp4,UGC0110_720x1280_30_crf_00.mp4,5.0000
UGC0110_720x1280_30_crf_00.mp4,UGC0110_720x1280_30_crf_17.mp4,4.5429
UGC0110_720x1280_30_crf_00.mp4,UGC0110_720x1280_30_crf_22.mp4,4.5714
UGC0110_720x1280_30_crf_00.mp4,UGC0110_720x1280_30_crf_27.mp4,4.2000
UGC0110_720x1280_30_crf_00.mp4,UGC0110_720x1280_30_crf_32.mp4,3.5429
UGC0110_720x1280_30_crf_00.mp4,UGC0110_720x1280_30_crf_37.mp4,3.2571
UGC0110_720x1280_30_crf_00.mp4,UGC0110_720x1280_30_crf_42.mp4,2.5429
UGC0110_720x1280_30_crf_00.mp4,UGC0110_720x1280_30_crf_47.mp4,1.6857
UGC0196_720x1280_30_crf_00.mp4,UGC0196_720x1280_30_crf_00.mp4,5.0000
UGC0196_720x1280_30_crf_00.mp4,UGC0196_720x1280_30_crf_17.mp4,4.4000
UGC0196_720x1280_30_crf_00.mp4,UGC0196_720x1280_30_crf_22.mp4,4.9143
UGC0196_720x1280_30_crf_00.mp4,UGC0196_720x1280_30_crf_27.mp4,4.2286
UGC0196_720x1280_30_crf_00.mp4,UGC0196_720x1280_30_crf_32.mp4,3.8000
UGC0196_720x1280_30_crf_00.mp4,UGC0196_720x1280_30_crf_37.mp4,2.8857
UGC0196_720x1280_30_crf_00.mp4,UGC0196_720x1280_30_crf_42.mp4,2.0857
UGC0196_720x1280_30_crf_00.mp4,UGC0196_720x1280_30_crf_47.mp4,1.2286
UGC0236_720x1280_30_crf_00.mp4,UGC0236_720x1280_30_crf_00.mp4,5.0000
UGC0236_720x1280_30_crf_00.mp4,UGC0236_720x1280_30_crf_17.mp4,4.2000
UGC0236_720x1280_30_crf_00.mp4,UGC0236_720x1280_30_crf_22.mp4,4.9143
UGC0236_720x1280_30_crf_00.mp4,UGC0236_720x1280_30_crf_27.mp4,4.0286
UGC0236_720x1280_30_crf_00.mp4,UGC0236_720x1280_30_crf_32.mp4,3.7143
UGC0236_720x1280_30_crf_00.mp4,UGC0236_720x1280_30_crf_37.mp4,3.0571
UGC0236_720x1280_30_crf_00.mp4,UGC0236_720x1280_30_crf_42.mp4,2.1429
UGC0236_720x1280_30_crf_00.mp4,UGC0236_720x1280_30_crf_47.mp4,1.3714
UGC0249_720x1280_30_crf_00.mp4,UGC0249_720x1280_30_crf_00.mp4,5.0000
UGC0249_720x1280_30_crf_00.mp4,UGC0249_720x1280_30_crf_17.mp4,4.3429
UGC0249_720x1280_30_crf_00.mp4,UGC0249_720x1280_30_crf_22.mp4,4.8000
UGC0249_720x1280_30_crf_00.mp4,UGC0249_720x1280_30_crf_27.mp4,4.2000
UGC0249_720x1280_30_crf_00.mp4,UGC0249_720x1280_30_crf_32.mp4,4.6286
UGC0249_720x1280_30_crf_00.mp4,UGC0249_720x1280_30_crf_37.mp4,3.2000
UGC0249_720x1280_30_crf_00.mp4,UGC0249_720x1280_30_crf_42.mp4,2.4571
UGC0249_720x1280_30_crf_00.mp4,UGC0249_720x1280_30_crf_47.mp4,1.5714
UGC0267_1280x720_30_crf_00.mp4,UGC0267_1280x720_30_crf_00.mp4,5.0000
UGC0267_1280x720_30_crf_00.mp4,UGC0267_1280x720_30_crf_17.mp4,4.4000
UGC0267_1280x720_30_crf_00.mp4,UGC0267_1280x720_30_crf_22.mp4,4.2857
UGC0267_1280x720_30_crf_00.mp4,UGC0267_1280x720_30_crf_27.mp4,4.2286
UGC0267_1280x720_30_crf_00.mp4,UGC0267_1280x720_30_crf_32.mp4,3.9143
UGC0267_1280x720_30_crf_00.mp4,UGC0267_1280x720_30_crf_37.mp4,3.2286
UGC0267_1280x720_30_crf_00.mp4,UGC0267_1280x720_30_crf_42.mp4,2.1143
UGC0267_1280x720_30_crf_00.mp4,UGC0267_1280x720_30_crf_47.mp4,1.0857
UGC0375_720x1280_30_crf_00.mp4,UGC0375_720x1280_30_crf_00.mp4,5.0000
UGC0375_720x1280_30_crf_00.mp4,UGC0375_720x1280_30_crf_17.mp4,4.8286
UGC0375_720x1280_30_crf_00.mp4,UGC0375_720x1280_30_crf_22.mp4,4.7143
UGC0375_720x1280_30_crf_00.mp4,UGC0375_720x1280_30_crf_27.mp4,4.3429
UGC0375_720x1280_30_crf_00.mp4,UGC0375_720x1280_30_crf_32.mp4,3.6857
UGC0375_720x1280_30_crf_00.mp4,UGC0375_720x1280_30_crf_37.mp4,2.6857
UGC0375_720x1280_30_crf_00.mp4,UGC0375_720x1280_30_crf_42.mp4,1.9143
UGC0375_720x1280_30_crf_00.mp4,UGC0375_720x1280_30_crf_47.mp4,1.4000
UGC0516_720x1280_30_crf_00.mp4,UGC0516_720x1280_30_crf_00.mp4,5.0000
UGC0516_720x1280_30_crf_00.mp4,UGC0516_720x1280_30_crf_17.mp4,4.9143
UGC0516_720x1280_30_crf_00.mp4,UGC0516_720x1280_30_crf_22.mp4,4.7143
UGC0516_720x1280_30_crf_00.mp4,UGC0516_720x1280_30_crf_27.mp4,4.6286
UGC0516_720x1280_30_crf_00.mp4,UGC0516_720x1280_30_crf_32.mp4,3.8000
UGC0516_720x1280_30_crf_00.mp4,UGC0516_720x1280_30_crf_37.mp4,2.9143
UGC0516_720x1280_30_crf_00.mp4,UGC0516_720x1280_30_crf_42.mp4,2.1143
UGC0516_720x1280_30_crf_00.mp4,UGC0516_720x1280_30_crf_47.mp4,1.3714
UGC0745_720x1280_30_crf_00.mp4,UGC0745_720x1280_30_crf_00.mp4,5.0000
UGC0745_720x1280_30_crf_00.mp4,UGC0745_720x1280_30_crf_17.mp4,4.4286
UGC0745_720x1280_30_crf_00.mp4,UGC0745_720x1280_30_crf_22.mp4,4.4286
UGC0745_720x1280_30_crf_00.mp4,UGC0745_720x1280_30_crf_27.mp4,4.2286
UGC0745_720x1280_30_crf_00.mp4,UGC0745_720x1280_30_crf_32.mp4,3.5714
UGC0745_720x1280_30_crf_00.mp4,UGC0745_720x1280_30_crf_37.mp4,3.5714
UGC0745_720x1280_30_crf_00.mp4,UGC0745_720x1280_30_crf_42.mp4,2.6571
UGC0745_720x1280_30_crf_00.mp4,UGC0745_720x1280_30_crf_47.mp4,1.1429
UGC0800_720x1280_30_crf_00.mp4,UGC0800_720x1280_30_crf_00.mp4,5.0000
UGC0800_720x1280_30_crf_00.mp4,UGC0800_720x1280_30_crf_17.mp4,4.9714
UGC0800_720x1280_30_crf_00.mp4,UGC0800_720x1280_30_crf_22.mp4,4.9143
UGC0800_720x1280_30_crf_00.mp4,UGC0800_720x1280_30_crf_27.mp4,4.7714
UGC0800_720x1280_30_crf_00.mp4,UGC0800_720x1280_30_crf_32.mp4,4.1143
UGC0800_720x1280_30_crf_00.mp4,UGC0800_720x1280_30_crf_37.mp4,3.3143
UGC0800_720x1280_30_crf_00.mp4,UGC0800_720x1280_30_crf_42.mp4,2.1429
UGC0800_720x1280_30_crf_00.mp4,UGC0800_720x1280_30_crf_47.mp4,1.2286
UGC0913_720x1280_30_crf_00.mp4,UGC0913_720x1280_30_crf_00.mp4,5.0000
UGC0913_720x1280_30_crf_00.mp4,UGC0913_720x1280_30_crf_17.mp4,4.7143
UGC0913_720x1280_30_crf_00.mp4,UGC0913_720x1280_30_crf_22.mp4,5.1429
UGC0913_720x1280_30_crf_00.mp4,UGC0913_720x1280_30_crf_27.mp4,4.9714
UGC0913_720x1280_30_crf_00.mp4,UGC0913_720x1280_30_crf_32.mp4,4.8286
UGC0913_720x1280_30_crf_00.mp4,UGC0913_720x1280_30_crf_37.mp4,3.6857
UGC0913_720x1280_30_crf_00.mp4,UGC0913_720x1280_30_crf_42.mp4,2.3429
UGC0913_720x1280_30_crf_00.mp4,UGC0913_720x1280_30_crf_47.mp4,2.0000
UGC0045_1280x720_30_crf_00.mp4,UGC0045_1280x720_30_crf_00.mp4,5.0000
UGC0045_1280x720_30_crf_00.mp4,UGC0045_1280x720_30_crf_17.mp4,5.0882
UGC0045_1280x720_30_crf_00.mp4,UGC0045_1280x720_30_crf_22.mp4,4.9118
UGC0045_1280x720_30_crf_00.mp4,UGC0045_1280x720_30_crf_27.mp4,4.8529
UGC0045_1280x720_30_crf_00.mp4,UGC0045_1280x720_30_crf_32.mp4,4.6471
UGC0045_1280x720_30_crf_00.mp4,UGC0045_1280x720_30_crf_37.mp4,2.6176
UGC0045_1280x720_30_crf_00.mp4,UGC0045_1280x720_30_crf_42.mp4,1.6765
UGC0045_1280x720_30_crf_00.mp4,UGC0045_1280x720_30_crf_47.mp4,2.0294
UGC0062_720x1280_30_crf_00.mp4,UGC0062_720x1280_30_crf_00.mp4,5.0000
UGC0062_720x1280_30_crf_00.mp4,UGC0062_720x1280_30_crf_17.mp4,4.9412
UGC0062_720x1280_30_crf_00.mp4,UGC0062_720x1280_30_crf_22.mp4,4.4118
UGC0062_720x1280_30_crf_00.mp4,UGC0062_720x1280_30_crf_27.mp4,4.2353
UGC0062_720x1280_30_crf_00.mp4,UGC0062_720x1280_30_crf_32.mp4,4.0000
UGC0062_720x1280_30_crf_00.mp4,UGC0062_720x1280_30_crf_37.mp4,2.6471
UGC0062_720x1280_30_crf_00.mp4,UGC0062_720x1280_30_crf_42.mp4,2.1765
UGC0062_720x1280_30_crf_00.mp4,UGC0062_720x1280_30_crf_47.mp4,1.1765
UGC0358_720x1280_30_crf_00.mp4,UGC0358_720x1280_30_crf_00.mp4,5.0000
UGC0358_720x1280_30_crf_00.mp4,UGC0358_720x1280_30_crf_17.mp4,4.5882
UGC0358_720x1280_30_crf_00.mp4,UGC0358_720x1280_30_crf_22.mp4,5.0882
UGC0358_720x1280_30_crf_00.mp4,UGC0358_720x1280_30_crf_27.mp4,5.0294
UGC0358_720x1280_30_crf_00.mp4,UGC0358_720x1280_30_crf_32.mp4,4.1765
UGC0358_720x1280_30_crf_00.mp4,UGC0358_720x1280_30_crf_37.mp4,3.3235
UGC0358_720x1280_30_crf_00.mp4,UGC0358_720x1280_30_crf_42.mp4,2.5294
UGC0358_720x1280_30_crf_00.mp4,UGC0358_720x1280_30_crf_47.mp4,1.3529
UGC0660_720x1280_30_crf_00.mp4,UGC0660_720x1280_30_crf_00.mp4,5.0000
UGC0660_720x1280_30_crf_00.mp4,UGC0660_720x1280_30_crf_17.mp4,4.8529
UGC0660_720x1280_30_crf_00.mp4,UGC0660_720x1280_30_crf_22.mp4,4.8235
UGC0660_720x1280_30_crf_00.mp4,UGC0660_720x1280_30_crf_27.mp4,4.7647
UGC0660_720x1280_30_crf_00.mp4,UGC0660_720x1280_30_crf_32.mp4,4.1765
UGC0660_720x1280_30_crf_00.mp4,UGC0660_720x1280_30_crf_37.mp4,2.5588
UGC0660_720x1280_30_crf_00.mp4,UGC0660_720x1280_30_crf_42.mp4,2.4118
UGC0660_720x1280_30_crf_00.mp4,UGC0660_720x1280_30_crf_47.mp4,1.7647
UGC0724_720x1280_30_crf_00.mp4,UGC0724_720x1280_30_crf_00.mp4,5.0000
UGC0724_720x1280_30_crf_00.mp4,UGC0724_720x1280_30_crf_17.mp4,4.5294
UGC0724_720x1280_30_crf_00.mp4,UGC0724_720x1280_30_crf_22.mp4,4.5882
UGC0724_720x1280_30_crf_00.mp4,UGC0724_720x1280_30_crf_27.mp4,4.4412
UGC0724_720x1280_30_crf_00.mp4,UGC0724_720x1280_30_crf_32.mp4,4.0882
UGC0724_720x1280_30_crf_00.mp4,UGC0724_720x1280_30_crf_37.mp4,3.1765
UGC0724_720x1280_30_crf_00.mp4,UGC0724_720x1280_30_crf_42.mp4,1.7941
UGC0724_720x1280_30_crf_00.mp4,UGC0724_720x1280_30_crf_47.mp4,1.2059
UGC0782_720x1280_30_crf_00.mp4,UGC0782_720x1280_30_crf_00.mp4,5.0000
UGC0782_720x1280_30_crf_00.mp4,UGC0782_720x1280_30_crf_17.mp4,4.6765
UGC0782_720x1280_30_crf_00.mp4,UGC0782_720x1280_30_crf_22.mp4,5.0294
UGC0782_720x1280_30_crf_00.mp4,UGC0782_720x1280_30_crf_27.mp4,4.9118
UGC0782_720x1280_30_crf_00.mp4,UGC0782_720x1280_30_crf_32.mp4,4.8235
UGC0782_720x1280_30_crf_00.mp4,UGC0782_720x1280_30_crf_37.mp4,3.5882
UGC0782_720x1280_30_crf_00.mp4,UGC0782_720x1280_30_crf_42.mp4,2.4118
UGC0782_720x1280_30_crf_00.mp4,UGC0782_720x1280_30_crf_47.mp4,1.3824
UGC0855_720x1280_30_crf_00.mp4,UGC0855_720x1280_30_crf_00.mp4,5.0000
UGC0855_720x1280_30_crf_00.mp4,UGC0855_720x1280_30_crf_17.mp4,4.4118
UGC0855_720x1280_30_crf_00.mp4,UGC0855_720x1280_30_crf_22.mp4,4.4118
UGC0855_720x1280_30_crf_00.mp4,UGC0855_720x1280_30_crf_27.mp4,4.8529
UGC0855_720x1280_30_crf_00.mp4,UGC0855_720x1280_30_crf_32.mp4,4.3235
UGC0855_720x1280_30_crf_00.mp4,UGC0855_720x1280_30_crf_37.mp4,3.5294
UGC0855_720x1280_30_crf_00.mp4,UGC0855_720x1280_30_crf_42.mp4,2.2353
UGC0855_720x1280_30_crf_00.mp4,UGC0855_720x1280_30_crf_47.mp4,1.3824
UGC0963_720x1280_30_crf_00.mp4,UGC0963_720x1280_30_crf_00.mp4,5.0000
UGC0963_720x1280_30_crf_00.mp4,UGC0963_720x1280_30_crf_17.mp4,4.4412
UGC0963_720x1280_30_crf_00.mp4,UGC0963_720x1280_30_crf_22.mp4,4.5000
UGC0963_720x1280_30_crf_00.mp4,UGC0963_720x1280_30_crf_27.mp4,4.1471
UGC0963_720x1280_30_crf_00.mp4,UGC0963_720x1280_30_crf_32.mp4,3.5000
UGC0963_720x1280_30_crf_00.mp4,UGC0963_720x1280_30_crf_37.mp4,2.7647
UGC0963_720x1280_30_crf_00.mp4,UGC0963_720x1280_30_crf_42.mp4,1.5294
UGC0963_720x1280_30_crf_00.mp4,UGC0963_720x1280_30_crf_47.mp4,1.0294
UGC0099_720x1280_30_crf_00.mp4,UGC0099_720x1280_30_crf_00.mp4,5.0000
UGC0099_720x1280_30_crf_00.mp4,UGC0099_720x1280_30_crf_17.mp4,4.6970
UGC0099_720x1280_30_crf_00.mp4,UGC0099_720x1280_30_crf_22.mp4,4.3333
UGC0099_720x1280_30_crf_00.mp4,UGC0099_720x1280_30_crf_27.mp4,4.8788
UGC0099_720x1280_30_crf_00.mp4,UGC0099_720x1280_30_crf_32.mp4,4.5152
UGC0099_720x1280_30_crf_00.mp4,UGC0099_720x1280_30_crf_37.mp4,2.8182
UGC0099_720x1280_30_crf_00.mp4,UGC0099_720x1280_30_crf_42.mp4,1.7576
UGC0099_720x1280_30_crf_00.mp4,UGC0099_720x1280_30_crf_47.mp4,1.0303
UGC0118_720x1280_30_crf_00.mp4,UGC0118_720x1280_30_crf_00.mp4,5.0000
UGC0118_720x1280_30_crf_00.mp4,UGC0118_720x1280_30_crf_17.mp4,5.1818
UGC0118_720x1280_30_crf_00.mp4,UGC0118_720x1280_30_crf_22.mp4,3.8182
UGC0118_720x1280_30_crf_00.mp4,UGC0118_720x1280_30_crf_27.mp4,3.9697
UGC0118_720x1280_30_crf_00.mp4,UGC0118_720x1280_30_crf_32.mp4,3.8182
UGC0118_720x1280_30_crf_00.mp4,UGC0118_720x1280_30_crf_37.mp4,2.9394
UGC0118_720x1280_30_crf_00.mp4,UGC0118_720x1280_30_crf_42.mp4,2.0909
UGC0118_720x1280_30_crf_00.mp4,UGC0118_720x1280_30_crf_47.mp4,2.2121
UGC0125_720x1280_30_crf_00.mp4,UGC0125_720x1280_30_crf_00.mp4,5.0000
UGC0125_720x1280_30_crf_00.mp4,UGC0125_720x1280_30_crf_17.mp4,4.0000
UGC0125_720x1280_30_crf_00.mp4,UGC0125_720x1280_30_crf_22.mp4,4.0000
UGC0125_720x1280_30_crf_00.mp4,UGC0125_720x1280_30_crf_27.mp4,3.9091
UGC0125_720x1280_30_crf_00.mp4,UGC0125_720x1280_30_crf_32.mp4,3.4545
UGC0125_720x1280_30_crf_00.mp4,UGC0125_720x1280_30_crf_37.mp4,2.3939
UGC0125_720x1280_30_crf_00.mp4,UGC0125_720x1280_30_crf_42.mp4,1.6061
UGC0125_720x1280_30_crf_00.mp4,UGC0125_720x1280_30_crf_47.mp4,1.1818
UGC0134_720x1280_30_crf_00.mp4,UGC0134_720x1280_30_crf_00.mp4,5.0000
UGC0134_720x1280_30_crf_00.mp4,UGC0134_720x1280_30_crf_17.mp4,4.3333
UGC0134_720x1280_30_crf_00.mp4,UGC0134_720x1280_30_crf_22.mp4,4.3636
UGC0134_720x1280_30_crf_00.mp4,UGC0134_720x1280_30_crf_27.mp4,4.2121
UGC0134_720x1280_30_crf_00.mp4,UGC0134_720x1280_30_crf_32.mp4,3.8788
UGC0134_720x1280_30_crf_00.mp4,UGC0134_720x1280_30_crf_37.mp4,3.2121
UGC0134_720x1280_30_crf_00.mp4,UGC0134_720x1280_30_crf_42.mp4,2.6970
UGC0134_720x1280_30_crf_00.mp4,UGC0134_720x1280_30_crf_47.mp4,1.7879
UGC0261_720x1280_30_crf_00.mp4,UGC0261_720x1280_30_crf_00.mp4,5.0000
UGC0261_720x1280_30_crf_00.mp4,UGC0261_720x1280_30_crf_17.mp4,4.2727
UGC0261_720x1280_30_crf_00.mp4,UGC0261_720x1280_30_crf_22.mp4,5.0606
UGC0261_720x1280_30_crf_00.mp4,UGC0261_720x1280_30_crf_27.mp4,5.1515
UGC0261_720x1280_30_crf_00.mp4,UGC0261_720x1280_30_crf_32.mp4,4.7576
UGC0261_720x1280_30_crf_00.mp4,UGC0261_720x1280_30_crf_37.mp4,3.3333
UGC0261_720x1280_30_crf_00.mp4,UGC0261_720x1280_30_crf_42.mp4,2.0909
UGC0261_720x1280_30_crf_00.mp4,UGC0261_720x1280_30_crf_47.mp4,2.3636
UGC0351_720x1280_30_crf_00.mp4,UGC0351_720x1280_30_crf_00.mp4,5.0000
UGC0351_720x1280_30_crf_00.mp4,UGC0351_720x1280_30_crf_17.mp4,4.9697
UGC0351_720x1280_30_crf_00.mp4,UGC0351_720x1280_30_crf_22.mp4,4.2424
UGC0351_720x1280_30_crf_00.mp4,UGC0351_720x1280_30_crf_27.mp4,4.7273
UGC0351_720x1280_30_crf_00.mp4,UGC0351_720x1280_30_crf_32.mp4,4.2121
UGC0351_720x1280_30_crf_00.mp4,UGC0351_720x1280_30_crf_37.mp4,2.7879
UGC0351_720x1280_30_crf_00.mp4,UGC0351_720x1280_30_crf_42.mp4,2.4545
UGC0351_720x1280_30_crf_00.mp4,UGC0351_720x1280_30_crf_47.mp4,1.7576
UGC0427_720x1280_30_crf_00.mp4,UGC0427_720x1280_30_crf_00.mp4,5.0000
UGC0427_720x1280_30_crf_00.mp4,UGC0427_720x1280_30_crf_17.mp4,4.3636
UGC0427_720x1280_30_crf_00.mp4,UGC0427_720x1280_30_crf_22.mp4,4.4545
UGC0427_720x1280_30_crf_00.mp4,UGC0427_720x1280_30_crf_27.mp4,4.2121
UGC0427_720x1280_30_crf_00.mp4,UGC0427_720x1280_30_crf_32.mp4,3.7879
UGC0427_720x1280_30_crf_00.mp4,UGC0427_720x1280_30_crf_37.mp4,3.0000
UGC0427_720x1280_30_crf_00.mp4,UGC0427_720x1280_30_crf_42.mp4,1.4242
UGC0427_720x1280_30_crf_00.mp4,UGC0427_720x1280_30_crf_47.mp4,1.0606
UGC0129_720x1280_30_crf_00.mp4,UGC0129_720x1280_30_crf_00.mp4,5.0000
UGC0129_720x1280_30_crf_00.mp4,UGC0129_720x1280_30_crf_17.mp4,4.1562
UGC0129_720x1280_30_crf_00.mp4,UGC0129_720x1280_30_crf_22.mp4,4.6875
UGC0129_720x1280_30_crf_00.mp4,UGC0129_720x1280_30_crf_27.mp4,4.1562
UGC0129_720x1280_30_crf_00.mp4,UGC0129_720x1280_30_crf_32.mp4,3.5312
UGC0129_720x1280_30_crf_00.mp4,UGC0129_720x1280_30_crf_37.mp4,2.8125
UGC0129_720x1280_30_crf_00.mp4,UGC0129_720x1280_30_crf_42.mp4,2.6562
UGC0129_720x1280_30_crf_00.mp4,UGC0129_720x1280_30_crf_47.mp4,1.3438
UGC0147_1280x720_30_crf_00.mp4,UGC0147_1280x720_30_crf_00.mp4,5.0000
UGC0147_1280x720_30_crf_00.mp4,UGC0147_1280x720_30_crf_17.mp4,4.4688
UGC0147_1280x720_30_crf_00.mp4,UGC0147_1280x720_30_crf_22.mp4,4.9062
UGC0147_1280x720_30_crf_00.mp4,UGC0147_1280x720_30_crf_27.mp4,4.7812
UGC0147_1280x720_30_crf_00.mp4,UGC0147_1280x720_30_crf_32.mp4,4.3125
UGC0147_1280x720_30_crf_00.mp4,UGC0147_1280x720_30_crf_37.mp4,3.3750
UGC0147_1280x720_30_crf_00.mp4,UGC0147_1280x720_30_crf_42.mp4,2.2812
UGC0147_1280x720_30_crf_00.mp4,UGC0147_1280x720_30_crf_47.mp4,1.6562
UGC0242_1280x720_30_crf_00.mp4,UGC0242_1280x720_30_crf_00.mp4,5.0000
UGC0242_1280x720_30_crf_00.mp4,UGC0242_1280x720_30_crf_17.mp4,4.1562
UGC0242_1280x720_30_crf_00.mp4,UGC0242_1280x720_30_crf_22.mp4,4.1562
UGC0242_1280x720_30_crf_00.mp4,UGC0242_1280x720_30_crf_27.mp4,4.4375
UGC0242_1280x720_30_crf_00.mp4,UGC0242_1280x720_30_crf_32.mp4,3.6250
UGC0242_1280x720_30_crf_00.mp4,UGC0242_1280x720_30_crf_37.mp4,2.9375
UGC0242_1280x720_30_crf_00.mp4,UGC0242_1280x720_30_crf_42.mp4,2.0625
UGC0242_1280x720_30_crf_00.mp4,UGC0242_1280x720_30_crf_47.mp4,1.0938
UGC0562_720x1280_30_crf_00.mp4,UGC0562_720x1280_30_crf_00.mp4,5.0000
UGC0562_720x1280_30_crf_00.mp4,UGC0562_720x1280_30_crf_17.mp4,4.6875
UGC0562_720x1280_30_crf_00.mp4,UGC0562_720x1280_30_crf_22.mp4,4.5000
UGC0562_720x1280_30_crf_00.mp4,UGC0562_720x1280_30_crf_27.mp4,4.9688
UGC0562_720x1280_30_crf_00.mp4,UGC0562_720x1280_30_crf_32.mp4,4.0938
UGC0562_720x1280_30_crf_00.mp4,UGC0562_720x1280_30_crf_37.mp4,3.5625
UGC0562_720x1280_30_crf_00.mp4,UGC0562_720x1280_30_crf_42.mp4,2.8125
UGC0562_720x1280_30_crf_00.mp4,UGC0562_720x1280_30_crf_47.mp4,1.2812
UGC0610_720x1280_30_crf_00.mp4,UGC0610_720x1280_30_crf_00.mp4,5.0000
UGC0610_720x1280_30_crf_00.mp4,UGC0610_720x1280_30_crf_17.mp4,4.7188
UGC0610_720x1280_30_crf_00.mp4,UGC0610_720x1280_30_crf_22.mp4,5.0000
UGC0610_720x1280_30_crf_00.mp4,UGC0610_720x1280_30_crf_27.mp4,4.7500
UGC0610_720x1280_30_crf_00.mp4,UGC0610_720x1280_30_crf_32.mp4,4.0312
UGC0610_720x1280_30_crf_00.mp4,UGC0610_720x1280_30_crf_37.mp4,3.0000
UGC0610_720x1280_30_crf_00.mp4,UGC0610_720x1280_30_crf_42.mp4,1.9375
UGC0610_720x1280_30_crf_00.mp4,UGC0610_720x1280_30_crf_47.mp4,1.3750
